,claimHeadline,articleHeadline,articleHeadlineStance,articleId,claimId,url,source,claimTruth,claimCount,articleCount,sourceCount
836,ISIS is a mile away from Baghdad,ISIS Baghdad March: Islamic State 1 Mile Away From Iraqi Capital,for,0d57de30-47e6-11e4-9960-a165dd517bbb,633ed280-47e2-11e4-9960-a165dd517bbb,http://www.ibtimes.com/isis-baghdad-march-islamic-state-1-mile-away-iraqi-capital-1696256,www.ibtimes.com,unknown,115,837,50
838,ISIS is a mile away from Baghdad,ISIS Is One Mile From Baghdad,for,7c7fbd60-4899-11e4-9960-a165dd517bbb,633ed280-47e2-11e4-9960-a165dd517bbb,http://www.inquisitr.com/1507460/isis-is-one-mile-from-baghdad/,www.inquisitr.com,unknown,115,839,124
841,ISIS is a mile away from Baghdad,"ISIS militants less than 2 miles from Baghdad, fierce fighting reported near Iraqi capital",for,7f2391a0-47f3-11e4-9960-a165dd517bbb,633ed280-47e2-11e4-9960-a165dd517bbb,http://www.nydailynews.com/news/world/isis-militants-mile-baghdad-fierce-fighting-reported-article-1.1956646,www.nydailynews.com,unknown,115,842,14
844,ISIS used chemical weapons in Kobane,Has ISIS used chemical weapons on Kobane? Claims under-siege town was hit by crude rocket attack,observing,0c892990-5a1b-11e4-aaf5-a1ddcfbcd5a9,07776510-596d-11e4-aaf5-a1ddcfbcd5a9,http://www.dailymail.co.uk/news/article-2803621/Has-ISIS-used-chemical-weapons-Kobane-Reporter-says-siege-Syrian-town-hit-crude-chemical-rocket.html,www.dailymail.co.uk,unknown,116,845,4
845,ISIS used chemical weapons in Kobane,ISIS Kobani Update: Possible ISIS Chemical Attack On Kurdish Civilians In Kobani,observing,e5ca40f0-5984-11e4-aaf5-a1ddcfbcd5a9,07776510-596d-11e4-aaf5-a1ddcfbcd5a9,http://www.ibtimes.com/isis-kobani-update-possible-isis-chemical-attack-kurdish-civilians-kobani-1709431#.VEb-DkOtb0o.twitter,www.ibtimes.com,unknown,116,846,50
847,ISIS used chemical weapons in Kobane,Kurds fear Isis use of chemical weapon in Kobani,observing,d8458640-5c33-11e4-a887-2324afc3f9a8,07776510-596d-11e4-aaf5-a1ddcfbcd5a9,http://www.theguardian.com/world/2014/oct/24/kurds-fear-isis-chemical-weapon-kobani,www.theguardian.com,unknown,116,848,30
851,American hostage Kayla Mueller was killed in a coalition bombing campaign against ISIS,"Kayla Jean Mueller, U.S. hostage, killed in Jordan airstrike, ISIS claims",observing,fc8171d0-ae3c-11e4-9a23-0b6010caa867,50ae8bb0-ae3a-11e4-9a23-0b6010caa867,http://www.cbc.ca/news/world/kayla-jean-mueller-u-s-hostage-killed-in-jordan-airstrike-isis-claims-1.2947990,www.cbc.ca,unknown,117,852,270
852,American hostage Kayla Mueller was killed in a coalition bombing campaign against ISIS,ISIS claims that female American aid worker who has been held hostage for 18 months has died in Jordanian air strike - but minister insists it's a PR stunt by jihadis,observing,f7267140-ae3c-11e4-9a23-0b6010caa867,50ae8bb0-ae3a-11e4-9a23-0b6010caa867,http://www.dailymail.co.uk/news/article-2942966/American-woman-hostage-held-ISIS-killed-Jordanian-air-strike.html,www.dailymail.co.uk,unknown,117,853,4
856,American hostage Kayla Mueller was killed in a coalition bombing campaign against ISIS,Isis supporters claim US hostage killed in Jordanian air strike in Syria,observing,f19b38f0-ae3c-11e4-9a23-0b6010caa867,50ae8bb0-ae3a-11e4-9a23-0b6010caa867,http://www.theguardian.com/world/2015/feb/06/us-hostage-isis-coalition-air-strike-killed-syria,www.theguardian.com,unknown,117,857,30
861,ISIS beheaded British aid worker Daivd Haines,ISIS Video Claims to Show Beheading of British Hostage,observing,c48697f0-3c9b-11e4-bc0b-3f922b93930d,538630f0-3c24-11e4-bc0b-3f922b93930d,http://www.foxnews.com/world/2014/09/14/isis-video-claims-to-show-beheading-british-hostage-david-haines/,www.foxnews.com,TRUE,118,862,123
863,ISIS beheaded British aid worker Daivd Haines,"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",for,7c102db0-3c9b-11e4-bc0b-3f922b93930d,538630f0-3c24-11e4-bc0b-3f922b93930d,http://www.ibtimes.com/david-haines-beheaded-isis-execution-video-contains-threats-against-uk-reports-1688032,www.ibtimes.com,TRUE,118,864,50
869,ISIS beheaded British aid worker Daivd Haines,Isis video claims to show beheading of British hostage David Haines,observing,d7d610e0-3c9d-11e4-bc0b-3f922b93930d,538630f0-3c24-11e4-bc0b-3f922b93930d,http://www.theguardian.com/world/2014/sep/13/isis-video-david-haines-beheading,www.theguardian.com,TRUE,118,870,30
875,ISIS fighters are being trained to fly three captured fighter jets,Islamic State training pilots to fly fighter jets,observing,dc727780-5627-11e4-aaf5-a1ddcfbcd5a9,0a643490-5627-11e4-aaf5-a1ddcfbcd5a9,http://www.bbc.com/news/world-middle-east-29660029,www.bbc.com,unknown,119,876,21
877,ISIS fighters are being trained to fly three captured fighter jets,Does ISIS have an airforce? Terrorist fighter pilots are being trained on captured MiGs by Saddam Hussein's ex-air force officers,for,88f03910-5629-11e4-aaf5-a1ddcfbcd5a9,0a643490-5627-11e4-aaf5-a1ddcfbcd5a9,http://www.dailymail.co.uk/news/article-2797167/does-isis-airforce-terrorist-fighter-pilots-trained-captured-migs-saddam-hussein-s-ex-air-force-officers.html,www.dailymail.co.uk,unknown,119,878,4
880,ISIS fighters are being trained to fly three captured fighter jets,Isis Syria News: Iraqi Pilots Training Isis Fighters to Fly Captured Planes,observing,fc5b4270-5627-11e4-aaf5-a1ddcfbcd5a9,0a643490-5627-11e4-aaf5-a1ddcfbcd5a9,http://www.ibtimes.co.uk/isis-syria-news-iraqi-pilots-training-isis-fighters-fly-captured-planes-1470514,www.ibtimes.co.uk,unknown,119,881,13
882,ISIS fighters are being trained to fly three captured fighter jets,Islamic State flying three jets in Syria: monitor,observing,1582bb80-5627-11e4-aaf5-a1ddcfbcd5a9,0a643490-5627-11e4-aaf5-a1ddcfbcd5a9,http://www.reuters.com/article/2014/10/17/us-mideast-crisis-jets-idUSKCN0I60TM20141017,www.reuters.com,unknown,119,883,250
884,ISIS fighters are being trained to fly three captured fighter jets,"Islamic State training pilots to fly MiG fighter planes, says monitoring group",observing,d891bae0-5627-11e4-aaf5-a1ddcfbcd5a9,0a643490-5627-11e4-aaf5-a1ddcfbcd5a9,http://www.theguardian.com/world/2014/oct/17/islamic-state-training-pilots-mig-planes-syria,www.theguardian.com,unknown,119,885,30
891,ISIS fighters were caught trying to enter the U.S. via the U.S.-Mexico border,Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.Mexico Border,observing,7ec83c50-7684-11e4-b9e8-ab92b2da133c,1357a7d0-4fc9-11e4-b6a0-9705a8f94440,http://www.buzzfeed.com/jimdalrympleii/is-isis-coming-over-the-us-mexico-border-depends-on-who-you,www.buzzfeed.com,FALSE,120,892,22
892,ISIS fighters were caught trying to enter the U.S. via the U.S.-Mexico border,Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.Mexico Border,observing,699d1300-4fc9-11e4-b6a0-9705a8f94440,1357a7d0-4fc9-11e4-b6a0-9705a8f94440,http://www.buzzfeed.com/jimdalrympleii/is-isis-coming-over-the-us-mexico-border-depends-on-who-you#1osoycb,www.buzzfeed.com,FALSE,120,893,22
893,ISIS fighters were caught trying to enter the U.S. via the U.S.-Mexico border,This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren't Going Away,observing,5fb42680-7684-11e4-b9e8-ab92b2da133c,1357a7d0-4fc9-11e4-b6a0-9705a8f94440,http://www.buzzfeed.com/nicolasmedinamora/this-is-why-rumors-that-isis-is-crossing-the-border-into-the,www.buzzfeed.com,FALSE,120,894,22
895,ISIS fighters were caught trying to enter the U.S. via the U.S.-Mexico border,Obama administration DENIES congressman's claim that at least ten ISIS fighters have been caught coming across the Mexican border in Texas,against,223113e0-4fc9-11e4-b6a0-9705a8f94440,1357a7d0-4fc9-11e4-b6a0-9705a8f94440,http://www.dailymail.co.uk/news/article-2784525/INVASION-California-congressman-claims-ten-ISIS-fighters-caught-coming-Mexican-border-Texas.html,www.dailymail.co.uk,FALSE,120,896,4
896,ISIS fighters were caught trying to enter the U.S. via the U.S.-Mexico border,Congressman: At least 10 ISIS fighters caught trying to cross into US,observing,17df79e0-4fc9-11e4-b6a0-9705a8f94440,1357a7d0-4fc9-11e4-b6a0-9705a8f94440,http://www.foxnews.com/politics/2014/10/08/congressman-at-least-10-isis-fighters-caught-trying-to-cross-into-us/,www.foxnews.com,FALSE,120,897,123
899,ISIS fighters were caught trying to enter the U.S. via the U.S.-Mexico border,ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,against,87c6efe0-4fc9-11e4-b6a0-9705a8f94440,1357a7d0-4fc9-11e4-b6a0-9705a8f94440,http://www.ibtimes.com/isis-border-crisis-dhs-chief-says-terrorists-not-entering-us-through-mexico-1702157,www.ibtimes.com,FALSE,120,900,50
900,ISIS fighters were caught trying to enter the U.S. via the U.S.-Mexico border,DHS: GOP Rep.s Claim ISIS Members Caught at U.S. Border Categorically False,against,1b730740-4fd1-11e4-b6a0-9705a8f94440,1357a7d0-4fc9-11e4-b6a0-9705a8f94440,http://www.mediaite.com/online/dhs-gop-reps-claim-isis-members-caught-at-u-s-border-categorically-false/,www.mediaite.com,FALSE,120,901,161
906,ISIS fighters were caught trying to enter the U.S. via the U.S.-Mexico border,"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",observing,70f199a0-4fc9-11e4-b6a0-9705a8f94440,1357a7d0-4fc9-11e4-b6a0-9705a8f94440,http://www.nydailynews.com/news/national/isis-militants-caught-cross-border-texas-congressman-claims-article-1.1967031,www.nydailynews.com,FALSE,120,907,14
917,ISIS is harvesting and selling human organs to help fund its operations,Blood money: How ISIS is selling human organs harvested from living hostages and its own dead soldiers to fund terror across the Middle East,for,85ac99b0-b777-11e4-8507-b58af63d1078,19c0e260-b777-11e4-8507-b58af63d1078,http://www.dailymail.co.uk/news/article-2880815/Blood-money-ISIS-selling-human-organs-harvested-living-hostages-dead-soldiers-fund-terror-Middle-East.html,www.dailymail.co.uk,unknown,121,918,4
918,ISIS is harvesting and selling human organs to help fund its operations,UN urged to investigate ISIS's bloody trade in human organs after Iraqi ambassador reveals doctors are being executed for not harvesting body parts,for,76c15350-b777-11e4-8507-b58af63d1078,19c0e260-b777-11e4-8507-b58af63d1078,http://www.dailymail.co.uk/news/article-2958220/UN-urged-investigate-ISIS-s-bloody-trade-human-organs-Iraqi-ambassador-reveals-doctors-executed-not-harvesting-body-parts.html,www.dailymail.co.uk,unknown,121,919,4
920,ISIS is harvesting and selling human organs to help fund its operations,"ISIS might be harvesting organs, Iraq tells UN",observing,6458a600-b777-11e4-8507-b58af63d1078,19c0e260-b777-11e4-8507-b58af63d1078,http://www.foxnews.com/world/2015/02/18/isis-might-be-harvesting-organs-iraq-tells-un/,www.foxnews.com,unknown,121,921,123
921,ISIS is harvesting and selling human organs to help fund its operations,"ISIS might be harvesting organs, Iraqi ambassador tells UN, amid reports of more hostages being burned alive",observing,20daa9f0-b777-11e4-8507-b58af63d1078,19c0e260-b777-11e4-8507-b58af63d1078,http://www.foxnews.com/world/2015/02/18/isis-reportedly-burns-alive-45-people-in-western-iraqi-town/,www.foxnews.com,unknown,121,922,123
922,ISIS is harvesting and selling human organs to help fund its operations,"ISIS Might Be Harvesting Organs To Finance Operations, Iraqi Envoy Tells UN",observing,7c970220-b777-11e4-8507-b58af63d1078,19c0e260-b777-11e4-8507-b58af63d1078,http://www.ibtimes.com/isis-might-be-harvesting-organs-finance-operations-iraqi-envoy-tells-un-1819936,www.ibtimes.com,unknown,121,923,50
926,ISIS is harvesting and selling human organs to help fund its operations,ISIS is suspected of selling human organs for money in Iraq,observing,b1ba10f0-b777-11e4-8507-b58af63d1078,19c0e260-b777-11e4-8507-b58af63d1078,http://www.nydailynews.com/news/world/isis-suspected-selling-human-organs-money-iraq-article-1.2119543,www.nydailynews.com,unknown,121,927,14
936,ISIS leader Abu Bakr al-Baghdadi was killed by an U.S. airstrike,ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,observing,b4562180-3673-11e4-ae63-d5574342724c,2a9cb710-3673-11e4-ae63-d5574342724c,http://www.inquisitr.com/1457912/isis-leader-killed-abu-bakr-al-baghdadi-reportedly-killed-by-u-s-airstrike/,www.inquisitr.com,FALSE,122,937,124
937,ISIS leader Abu Bakr al-Baghdadi was killed by an U.S. airstrike,ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,observing,70b98c30-36bb-11e4-ae63-d5574342724c,2a9cb710-3673-11e4-ae63-d5574342724c,http://www.inquisitr.com/1457912/isis-leader-killed-abu-bakr-al-baghdadi-reportedly-killed-by-u-s-airstrike/#8xLfSZDu4SSzXweh.99,www.inquisitr.com,FALSE,122,938,124
963,ISIS beheaded journalist James Wright Foley,ISIS Appears To Behead American Photojournalist In YouTube Video,observing,65e04640-2802-11e4-a916-bf0b27b73ad5,c38db880-27e0-11e4-96be-dfc0d1eebaea,http://www.buzzfeed.com/jtes/isis-appears-to-behead-american-photojournalist-in-youtube-v,www.buzzfeed.com,TRUE,123,964,22
965,ISIS beheaded journalist James Wright Foley,Spare the lives of the remaining hostages. Like Jim they are innocents: Brave mother of beheaded American journalist calls on ISIS to cease killing as she pays tribute to her extraordinary son,for,5ee865f0-27ff-11e4-a916-bf0b27b73ad5,c38db880-27e0-11e4-96be-dfc0d1eebaea,http://www.dailymail.co.uk/news/article-2729287/ISIS-beheads-journalist-James-Wright-Foley-warning-US.html,www.dailymail.co.uk,TRUE,123,966,4
966,ISIS beheaded journalist James Wright Foley,Spare the lives of the remaining hostages. Like Jim they are innocents: Brave mother of beheaded American journalist calls on ISIS to cease killing as she pays tribute to her extraordinary son,for,67e2c140-27e7-11e4-96be-dfc0d1eebaea,c38db880-27e0-11e4-96be-dfc0d1eebaea,http://www.dailymail.co.uk/news/article-2729287/ISIS-beheads-missing-American-journalist-James-Wright-Foley-posts-footage-online.html,www.dailymail.co.uk,TRUE,123,967,4
974,ISIS beheaded journalist James Wright Foley,ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,observing,42b12590-27e4-11e4-96be-dfc0d1eebaea,c38db880-27e0-11e4-96be-dfc0d1eebaea,http://www.mediaite.com/online/isis-reportedly-beheads-u-s-journalist-james-wright-foley-on-camera/,www.mediaite.com,TRUE,123,975,161
978,ISIS beheaded journalist James Wright Foley,ISIS militants behead abducted American journalist James Wright Foley in graphic video,for,00d9b950-27ff-11e4-a916-bf0b27b73ad5,c38db880-27e0-11e4-96be-dfc0d1eebaea,http://www.nydailynews.com/news/world/kidnapped-american-journalist-james-wright-foley-beheaded-isis-militants-article-1.1909374,www.nydailynews.com,TRUE,123,979,14
987,ISIS beheaded journalist James Wright Foley,Islamic State militants claim to have killed US journalist James Foley,observing,a9dbcc30-2801-11e4-a916-bf0b27b73ad5,c38db880-27e0-11e4-96be-dfc0d1eebaea,http://www.theguardian.com/world/2014/aug/19/james-wright-foley-beheaded-isis-video,www.theguardian.com,TRUE,123,988,30
988,ISIS beheaded journalist James Wright Foley,Obama: murder of James Foley shocks the conscience of the entire world,for,f31ecb70-2894-11e4-a916-bf0b27b73ad5,c38db880-27e0-11e4-96be-dfc0d1eebaea,http://www.theguardian.com/world/2014/aug/20/james-foley-isis-video-authenticated-us-government,www.theguardian.com,TRUE,123,989,30
990,ISIS beheaded journalist James Wright Foley,Islamic State claims it executed American photojournalist James Foley,observing,c2247500-2863-11e4-a916-bf0b27b73ad5,c38db880-27e0-11e4-96be-dfc0d1eebaea,http://www.washingtonpost.com/world/national-security/islamic-state-claims-it-beheaded-american-photojournalist-james-foley/2014/08/19/42e83970-27e6-11e4-86ca-6f03cbd15c1a_story.html,www.washingtonpost.com,TRUE,123,991,31
991,ISIS beheaded journalist James Wright Foley,Obama denounces killing of journalist James Foley and pledges justice,for,e2041430-288f-11e4-a916-bf0b27b73ad5,c38db880-27e0-11e4-96be-dfc0d1eebaea,http://www.washingtonpost.com/world/national-security/us-weighs-response-to-apparent-execution-of-american-by-islamic-state/2014/08/20/e33558a8-287d-11e4-8593-da634b334390_story.html?hpid=z1,www.washingtonpost.com,TRUE,123,992,31
995,ISIS gave a Kurdish woman a meal and told her she'd eaten her own son,Isis fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him,observing,5040cfa0-c11b-11e4-8747-5b024dd6dd6c,2be71600-c11b-11e4-8747-5b024dd6dd6c,http://www.dailymail.co.uk/news/article-2975200/Isis-fed-murdered-kidnap-victim-mother-travelled-headquarters-demanded-him.html,www.dailymail.co.uk,unknown,124,996,4
997,ISIS gave a Kurdish woman a meal and told her she'd eaten her own son,After ISIS trick mum into eating son - 5 other reluctant cannibals including those forced to eat own body parts,for,494fecd0-c11b-11e4-8747-5b024dd6dd6c,2be71600-c11b-11e4-8747-5b024dd6dd6c,http://www.mirror.co.uk/news/weird-news/after-isis-trick-mum-eating-5259676,www.mirror.co.uk,unknown,124,998,7
998,ISIS gave a Kurdish woman a meal and told her she'd eaten her own son,ISIS: Desperate mum told you've just eaten your son after visiting militants base in search of kidnap victim,for,5dc29af0-c11b-11e4-8747-5b024dd6dd6c,2be71600-c11b-11e4-8747-5b024dd6dd6c,http://www.mirror.co.uk/news/world-news/isis-desperate-mum-told-youve-5257013,www.mirror.co.uk,unknown,124,999,7
1001,ISIS is dropping bombs containing live scorpions,"ISIS using bombs containing live SCORPIONS in effort to spread panic, in tactic used 2,000 years ago against Romans",for,0c41a910-8538-11e4-b1b5-4f1bd36cbfc6,93b29f90-8537-11e4-b1b5-4f1bd36cbfc6,http://www.dailymail.co.uk/news/article-2875968/ISIS-using-bombs-containing-live-SCORPIONS-effort-spread-panic-tactic-used-2-000-years-ago-against-Romans.html,www.dailymail.co.uk,unknown,125,1002,4
1004,ISIS is dropping bombs containing live scorpions,ISIS launch SCORPION BOMBS to spread panic in Iraq,for,cc9822b0-8539-11e4-b1b5-4f1bd36cbfc6,93b29f90-8537-11e4-b1b5-4f1bd36cbfc6,http://www.mirror.co.uk/news/world-news/isis-launch-scorpion-bombs-spread-4817241,www.mirror.co.uk,unknown,125,1005,7
1008,ISIS is trying to sell the remains of James Foley,ISIS Is Reportedly Trying To Sell James Foley's Remains For 1 Million,observing,2e732fd0-8138-11e4-8faa-9748b2fc07a1,ba3e31a0-8137-11e4-8faa-9748b2fc07a1,http://www.businessinsider.com/isis-is-reportedly-trying-to-sell-james-foleys-remains-for-1-million-2014-12,www.businessinsider.com,unknown,126,1009,39
